"","","","","","","","bonf_res"
"382",0.544,0,0,0,0,1,0
"383",0.52,0,0,0,0,1,0
"384",0.532,0,0,0,0,1,0
"385",0.676,0,0,0,0,1,0
"386",0.124,0,0,0,1,0,0
"387",0.752,0,0,0,1,0,0
"388",0.248,0,0,0,0,1,0
"389",0.252,0,0,1,0,0,0
"390",0.392,0,0,1,0,0,0
"391",0.976,0,0,0,0,1,0
"392",0.416,0,0,0,1,0,0
"393",0.308,0,1,0,0,0,0
"394",0.92,0,0,1,0,0,0
"395",0.188,0,0,0,0,1,0
"396",0.616,0,0,1,0,0,0
"397",0.52,0,0,0,0,1,0
"398",0.636,0,0,0,0,1,0
"399",0.96,0,0,0,0,1,0
"400",0.436,0,1,0,0,0,0
